config,scenario,nlos_bias_ns,nlos_probability,num_sim,tof_bias_pred,tof_bias_sim,tof_bias_ci_low,tof_bias_ci_up,tof_std_pred,tof_std_sim,tof_std_ci_low,tof_std_ci_up,tdoa_bias_pred,tdoa_bias_sim,tdoa_bias_ci_low,tdoa_bias_ci_up,tdoa_std_pred,tdoa_std_sim,tdoa_std_ci_low,tdoa_std_ci_up,tof_bias_dev,tof_std_rel_dev,tof_bias_in_ci,tof_std_in_ci,tdoa_bias_dev,tdoa_std_rel_dev,tdoa_bias_in_ci,tdoa_std_in_ci
symmetric_sigma,A,12.0,0.75,20000,9.000000000000002,9.00423895405997,8.945423182794658,9.063054725325282,3.24037034920393,3.228867795663995,3.187776419629338,3.2709595956622546,0.0,0.0038881894969649998,-0.05941900824164678,0.06719538723557678,3.4641016151377544,3.4754380944841707,3.431208803394149,3.5207442062351095,0.004238954059967881,-0.0035497650886606724,True,True,0.0038881894969649998,0.0032725597011580287,True,True
symmetric_sigma,A,12.0,0.875,20000,10.500000000000002,10.518518691781694,10.473175485406621,10.563861898156766,2.5062422069704278,2.4892510234404277,2.457572194723376,2.5217011151923483,0.0,0.010872901525746886,-0.03969946880225093,0.0614452718537447,2.789489200552675,2.776321629208456,2.7409894684392357,2.8125139982191705,0.018518691781691743,-0.006779545681077304,True,True,0.010872901525746886,-0.004720423847351829,True,True
symmetric_sigma,A,12.0,1.0,20000,12.000000000000002,12.005793314266256,11.994588176331774,12.016998452200738,0.6123724356957946,0.615139583215113,0.6073111636181142,0.6231585960537538,0.0,-0.018894395107849585,-0.043933165139203444,0.006144374923504274,1.3693063937629155,1.3745782203991141,1.3570849954924393,1.3924973410310275,0.005793314266254512,0.004518732976892315,True,True,-0.018894395107849585,0.003849997823870188,True,True
symmetric_sigma,B,1.0,0.125,20000,0.0,0.0018837492744987801,-0.009247889737810556,0.013015388286808116,0.6123724356957946,0.6111046399046371,0.6033275700015068,0.6190710528731139,0.125,0.13933154730108105,0.11371255346027107,0.16495054114189103,1.3891319231808044,1.4064313429940611,1.3885327473130904,1.4247657036885706,0.0018837492744987801,-0.002070301857589163,True,True,0.014331547301081049,0.012453403110659789,True,True
symmetric_sigma,B,1.0,0.25,20000,0.0,0.004082422333524091,-0.007081878326144386,0.015246722993192567,0.6123724356957946,0.6128976987907571,0.6050978099735044,0.6208874862300378,0.25,0.2467546717905432,0.22140567205827325,0.2721036715228131,1.4031215200402283,1.391609208329679,1.3738992428273575,1.4097503463940524,0.004082422333524091,0.0008577510422487222,True,True,-0.0032453282094568048,-0.008204785933451642,True,True
symmetric_sigma,B,1.0,0.375,20000,0.0,-0.0036798839399702393,-0.014922109495959337,0.007562341616018859,0.6123724356957946,0.6171756191987905,0.6093212885005884,0.6252211739787054,0.37500000000000006,0.35819657314233827,0.3324857350873902,0.38390741119728633,1.411448723829527,1.411473406013361,1.3935106437821851,1.429873495477711,-0.0036798839399702393,0.007843565815529141,True,True,-0.016803426857661785,1.7487127528692525e-05,True,True
symmetric_sigma,B,1.0,0.5,20000,0.0,0.00023612732187914574,-0.010910358113570074,0.011382612757328365,0.6123724356957946,0.6119196787373498,0.6041322364469688,0.6198967166225801,0.5,0.47990451936579176,0.45409414781264024,0.5057148909189433,1.4142135623730951,1.4169375952949963,1.3989052944296287,1.4354089164036723,0.00023612732187914574,-0.0007393490171229145,True,True,-0.02009548063420824,0.0019261821512517319,True,True
symmetric_sigma,B,1.0,0.625,20000,0.0,-0.005257398582891619,-0.01643480644539872,0.005920009279615484,0.6123724356957946,0.6136172579196506,0.6058082118136467,0.6216164255940035,0.625,0.6273865986884793,0.6015951252486752,0.6531780721282835,1.411448723829527,1.415900126801876,1.3978810290190353,1.434357923381497,-0.005257398582891619,0.0020327861792825974,True,True,0.0023865986884793466,0.0031537829870798006,True,True
symmetric_sigma,B,1.0,0.75,20000,0.0,-0.001596401912961707,-0.012838431254520373,0.009645627428596959,0.6123724356957946,0.617164847420374,0.6093106538065078,0.6252102617784533,0.7500000000000001,0.7385875222141801,0.7131102459236349,0.7640647985047253,1.4031215200402283,1.3986513339202007,1.3808517485730805,1.4168842737431708,-0.001596401912961707,0.007825975575034061,True,True,-0.011412477785819997,-0.003185886650715397,True,True
symmetric_sigma,B,1.0,0.875,20000,0.0,0.0020622576005422393,-0.00913417305665671,0.013258688257741187,0.6123724356957946,0.6146615711683362,0.6068392348717405,0.6226743526005698,0.8750000000000001,0.8913032329714007,0.8659799870252048,0.9166264789175965,1.3891319231808044,1.3901953771636129,1.3725034044289646,1.4083180844025578,0.0020622576005422393,0.003738142573221248,True,True,0.016303232971400572,0.0007655529075838441,True,True
